sequence,run time,CLASS,IMAGE_SUBCLASS,IMAGE_VERSION,IMAGE_WHITE_IS_ZERO
2024-02-25 18:23:46+01:00,2024-02-25 18:26:14.262999+01:00,b'IMAGE',b'IMAGE_GRAYSCALE',b'1.2',0
